sample_date,sample_time,distance
13/04/2023,18:05:01,7.455328685
13/04/2023,18:05:02,7.455328685
13/04/2023,18:05:03,7.455328685
13/04/2023,18:05:04,7.455328685
13/04/2023,18:05:05,7.455328685
13/04/2023,18:05:06,7.455328685
13/04/2023,18:05:07,7.455328685
13/04/2023,18:05:08,7.455328685
13/04/2023,18:05:47,7.455328685
13/04/2023,18:06:18,7.455328685
13/04/2023,18:06:49,7.413496016
13/04/2023,18:07:20,7.413496016
13/04/2023,18:07:51,7.413496016
13/04/2023,18:08:22,7.413496016
13/04/2023,18:08:53,7.413496016
13/04/2023,18:09:24,7.497161355
13/04/2023,18:09:55,7.497161355
13/04/2023,18:10:26,7.497161355
13/04/2023,18:10:57,7.497161355
13/04/2023,18:11:28,7.497161355
13/04/2023,18:11:59,7.497161355
13/04/2023,18:12:30,7.497161355
13/04/2023,18:13:01,7.538994024
13/04/2023,18:13:32,7.706324701
13/04/2023,18:14:03,7.120667331
13/04/2023,18:14:34,7.120667331
13/04/2023,18:15:05,7.120667331
13/04/2023,18:15:36,7.120667331
13/04/2023,18:16:07,7.120667331
13/04/2023,18:16:38,7.120667331
13/04/2023,18:17:09,7.120667331
13/04/2023,18:17:40,7.120667331
13/04/2023,18:18:11,7.120667331
13/04/2023,18:18:42,7.120667331
13/04/2023,18:19:13,7.120667331
13/04/2023,18:19:44,7.120667331
13/04/2023,18:20:15,7.120667331
13/04/2023,18:20:46,7.120667331
13/04/2023,18:21:17,7.120667331
13/04/2023,18:21:48,7.120667331
13/04/2023,18:22:19,7.120667331
13/04/2023,18:22:50,7.120667331
13/04/2023,18:23:21,7.120667331
13/04/2023,18:23:52,7.120667331
13/04/2023,18:24:23,7.120667331
13/04/2023,18:24:54,7.120667331
13/04/2023,18:25:25,6.911503984
13/04/2023,18:25:56,6.851055662
13/04/2023,18:26:27,6.812667946
13/04/2023,18:26:58,6.77428023
13/04/2023,18:27:29,7.120667331
13/04/2023,18:28:00,7.078834661
13/04/2023,18:28:31,7.078834661
13/04/2023,18:29:02,7.078834661
13/04/2023,18:29:33,7.078834661
13/04/2023,18:30:04,7.078834661
13/04/2023,18:30:35,7.078834661
13/04/2023,18:31:06,7.831822709
13/04/2023,18:31:37,7.204332669
13/04/2023,18:32:08,7.497161355
13/04/2023,18:32:39,7.371663347
13/04/2023,18:33:10,7.622659363
13/04/2023,18:33:41,7.580826693
13/04/2023,18:34:12,7.413496016
13/04/2023,18:34:43,7.371663347
13/04/2023,18:35:14,7.078834661
13/04/2023,18:35:45,7.120667331
13/04/2023,18:36:16,7.1625
13/04/2023,18:37:39,7.455328685
13/04/2023,18:38:10,7.413496016
13/04/2023,18:38:41,7.413496016
13/04/2023,18:39:12,7.120667331
13/04/2023,18:39:43,7.1625
13/04/2023,18:40:14,7.204332669
13/04/2023,18:40:45,7.120667331
13/04/2023,18:41:16,7.1625
13/04/2023,18:41:47,6.995169323
13/04/2023,18:42:18,6.995169323
13/04/2023,18:42:49,7.120667331
13/04/2023,18:43:20,7.037001992
13/04/2023,18:43:51,6.812667946
13/04/2023,18:44:22,6.995169323
13/04/2023,18:44:53,6.953336653
13/04/2023,18:45:24,7.037001992
13/04/2023,18:45:55,6.995169323
13/04/2023,18:46:26,7.037001992
13/04/2023,18:46:57,6.911503984
13/04/2023,18:47:28,6.582341651
13/04/2023,18:47:59,6.697504798
13/04/2023,18:48:30,6.77428023
13/04/2023,18:49:01,6.697504798
13/04/2023,18:49:32,6.911503984
13/04/2023,18:50:03,6.889443378
13/04/2023,18:50:34,6.889443378
13/04/2023,18:51:05,6.889443378
13/04/2023,18:51:36,6.889443378
13/04/2023,18:52:07,6.697504798
13/04/2023,18:52:38,6.995169323
13/04/2023,18:53:09,6.659117083
13/04/2023,18:53:40,6.659117083
13/04/2023,18:54:11,6.659117083
13/04/2023,18:54:42,6.659117083
13/04/2023,18:55:13,6.697504798
13/04/2023,18:55:44,6.697504798
13/04/2023,18:56:15,6.697504798
13/04/2023,18:56:46,6.697504798
13/04/2023,18:57:17,6.620729367
13/04/2023,18:57:48,6.620729367
13/04/2023,18:58:19,6.659117083
13/04/2023,18:58:50,6.659117083
13/04/2023,18:59:21,6.659117083
13/04/2023,18:59:52,6.659117083
13/04/2023,19:00:23,6.659117083
13/04/2023,19:00:54,6.659117083
13/04/2023,19:01:25,6.620729367
13/04/2023,19:01:56,6.620729367
13/04/2023,19:02:27,6.659117083
13/04/2023,19:02:58,6.659117083
13/04/2023,19:03:29,6.659117083
13/04/2023,19:04:00,6.659117083
13/04/2023,19:04:31,6.659117083
13/04/2023,19:05:02,6.659117083
13/04/2023,19:05:33,6.659117083
13/04/2023,19:06:04,6.659117083
13/04/2023,19:06:35,6.659117083
13/04/2023,19:07:06,6.697504798
13/04/2023,19:07:37,6.659117083
13/04/2023,19:09:04,6.543953935
13/04/2023,19:09:35,6.505566219
13/04/2023,19:10:06,6.505566219
13/04/2023,19:10:37,6.505566219
13/04/2023,19:11:08,6.467178503
13/04/2023,19:11:39,6.467178503
13/04/2023,19:12:10,6.467178503
13/04/2023,19:12:41,6.467178503
13/04/2023,19:13:12,6.428790787
13/04/2023,19:13:43,6.428790787
13/04/2023,19:14:14,6.467178503
13/04/2023,19:14:45,6.428790787
13/04/2023,19:15:16,6.352015355
13/04/2023,19:15:47,6.390403071
13/04/2023,19:16:18,6.352015355
13/04/2023,19:16:49,6.352015355
13/04/2023,19:17:20,6.352015355
13/04/2023,19:17:51,5.852975048
13/04/2023,19:18:22,5.353934741
13/04/2023,19:18:53,7.078834661
13/04/2023,19:19:24,7.120667331
13/04/2023,19:19:55,6.911503984
13/04/2023,19:20:26,7.1625
13/04/2023,19:20:57,6.911503984
13/04/2023,19:21:28,6.77428023
13/04/2023,19:21:59,6.889443378
13/04/2023,19:22:30,6.812667946
13/04/2023,19:23:01,6.889443378
13/04/2023,19:23:32,6.505566219
13/04/2023,19:24:03,6.620729367
13/04/2023,19:24:34,6.735892514
13/04/2023,19:25:05,6.697504798
13/04/2023,19:25:36,6.697504798
13/04/2023,19:26:07,6.659117083
13/04/2023,19:26:38,6.659117083
13/04/2023,19:27:09,6.659117083
13/04/2023,19:27:40,6.659117083
13/04/2023,19:28:11,6.659117083
13/04/2023,19:28:42,6.659117083
13/04/2023,19:29:13,6.659117083
13/04/2023,19:29:44,6.659117083
13/04/2023,19:30:15,7.078834661
13/04/2023,19:30:46,6.851055662
13/04/2023,19:31:17,6.77428023
13/04/2023,19:31:48,6.953336653
13/04/2023,19:32:19,6.851055662
13/04/2023,19:32:50,6.851055662
13/04/2023,19:33:21,6.697504798
13/04/2023,19:33:52,6.697504798
13/04/2023,19:34:23,6.851055662
13/04/2023,19:34:54,6.889443378
13/04/2023,19:35:25,6.889443378
13/04/2023,19:35:56,6.889443378
13/04/2023,19:36:27,6.995169323
13/04/2023,19:36:58,6.889443378
13/04/2023,19:37:29,6.953336653
13/04/2023,19:38:00,6.953336653
13/04/2023,19:38:31,6.953336653
13/04/2023,19:39:02,6.953336653
13/04/2023,19:40:34,6.851055662
13/04/2023,19:41:05,6.582341651
13/04/2023,19:41:36,6.735892514
13/04/2023,19:42:07,6.851055662
13/04/2023,19:42:38,5.545873321
13/04/2023,19:43:09,6.275239923
13/04/2023,19:43:40,6.428790787
13/04/2023,19:44:11,6.352015355
13/04/2023,19:44:42,6.620729367
13/04/2023,19:45:13,6.620729367
13/04/2023,19:45:44,6.659117083
13/04/2023,19:46:15,6.12168906
13/04/2023,19:46:46,5.353934741
13/04/2023,19:47:17,6.044913628
13/04/2023,19:47:48,6.582341651
13/04/2023,19:48:19,6.467178503
13/04/2023,19:48:50,6.198464491
13/04/2023,19:49:21,6.044913628
13/04/2023,19:49:52,6.275239923
13/04/2023,19:50:23,6.160076775
13/04/2023,19:50:54,6.083301344
13/04/2023,19:51:25,6.044913628
13/04/2023,19:51:56,6.044913628
13/04/2023,19:52:27,6.044913628
13/04/2023,19:52:58,6.044913628
13/04/2023,19:53:29,6.044913628
13/04/2023,19:54:00,6.044913628
13/04/2023,19:54:31,6.006525912
13/04/2023,19:55:02,6.044913628
13/04/2023,19:55:33,6.044913628
13/04/2023,19:56:04,6.044913628
13/04/2023,19:56:35,6.044913628
13/04/2023,19:57:06,6.044913628
13/04/2023,19:57:37,6.044913628
13/04/2023,19:58:08,6.044913628
13/04/2023,19:58:39,6.044913628
13/04/2023,19:59:10,6.044913628
13/04/2023,19:59:41,6.044913628
13/04/2023,20:00:12,6.083301344
13/04/2023,20:00:43,6.12168906
13/04/2023,20:01:14,6.083301344
13/04/2023,20:01:45,6.12168906
13/04/2023,20:02:16,6.12168906
13/04/2023,20:02:47,6.12168906
13/04/2023,20:03:18,6.12168906
13/04/2023,20:03:49,6.160076775
13/04/2023,20:04:20,6.236852207
13/04/2023,20:04:51,6.428790787
13/04/2023,20:05:22,6.006525912
13/04/2023,20:05:53,5.968138196
13/04/2023,20:06:24,6.083301344
13/04/2023,20:06:55,6.083301344
13/04/2023,20:07:26,6.083301344
13/04/2023,20:07:57,6.12168906
13/04/2023,20:08:28,6.12168906
13/04/2023,20:08:59,6.12168906
13/04/2023,20:09:30,6.12168906
13/04/2023,20:10:01,6.12168906
13/04/2023,20:10:32,6.160076775
13/04/2023,20:11:03,6.160076775
13/04/2023,20:12:35,6.160076775
13/04/2023,20:13:06,6.352015355
13/04/2023,20:13:37,6.352015355
13/04/2023,20:14:08,6.352015355
13/04/2023,20:14:39,6.006525912
13/04/2023,20:15:10,6.006525912
13/04/2023,20:15:41,6.006525912
13/04/2023,20:16:12,6.160076775
13/04/2023,20:16:43,6.160076775
13/04/2023,20:17:14,6.198464491
13/04/2023,20:17:45,6.313627639
13/04/2023,20:18:16,6.352015355
13/04/2023,20:18:47,6.12168906
13/04/2023,20:19:18,6.352015355
13/04/2023,20:19:49,6.352015355
13/04/2023,20:20:20,6.352015355
13/04/2023,20:20:51,6.390403071
13/04/2023,20:21:22,6.352015355
13/04/2023,20:21:53,6.352015355
13/04/2023,20:22:24,6.582341651
13/04/2023,20:22:55,6.582341651
13/04/2023,20:23:26,6.582341651
13/04/2023,20:23:57,6.352015355
13/04/2023,20:24:28,6.352015355
13/04/2023,20:24:59,6.352015355
13/04/2023,20:25:30,6.390403071
13/04/2023,20:26:01,6.390403071
13/04/2023,20:26:32,6.659117083
13/04/2023,20:27:03,6.659117083
13/04/2023,20:27:34,5.545873321
13/04/2023,20:28:05,6.083301344
13/04/2023,20:28:36,6.006525912
13/04/2023,20:29:07,6.044913628
13/04/2023,20:29:38,6.044913628
13/04/2023,20:30:09,6.006525912
13/04/2023,20:30:40,6.083301344
13/04/2023,20:31:11,6.083301344
13/04/2023,20:31:42,6.083301344
13/04/2023,20:32:13,6.083301344
13/04/2023,20:32:44,6.083301344
13/04/2023,20:33:15,6.083301344
13/04/2023,20:33:46,6.083301344
13/04/2023,20:34:17,6.083301344
13/04/2023,20:34:48,6.083301344
13/04/2023,20:35:19,6.083301344
13/04/2023,20:35:50,6.083301344
13/04/2023,20:36:21,6.083301344
13/04/2023,20:36:52,6.083301344
13/04/2023,20:37:23,6.083301344
13/04/2023,20:37:54,6.083301344
13/04/2023,20:38:25,6.083301344
13/04/2023,20:38:56,6.083301344
13/04/2023,20:39:27,6.083301344
13/04/2023,20:39:58,6.083301344
13/04/2023,20:40:29,6.12168906
13/04/2023,20:41:00,6.12168906
13/04/2023,20:41:31,6.12168906
13/04/2023,20:42:02,6.12168906
13/04/2023,20:42:33,6.12168906
13/04/2023,20:43:04,6.12168906
13/04/2023,20:44:36,6.12168906
13/04/2023,20:45:07,6.12168906
13/04/2023,20:45:38,6.12168906
13/04/2023,20:46:09,6.12168906
13/04/2023,20:46:40,6.12168906
13/04/2023,20:47:11,6.12168906
13/04/2023,20:47:42,6.12168906
13/04/2023,20:48:13,6.12168906
13/04/2023,20:48:44,6.12168906
13/04/2023,20:49:15,6.12168906
13/04/2023,20:49:46,6.12168906
13/04/2023,20:50:17,6.160076775
13/04/2023,20:50:48,6.160076775
13/04/2023,20:51:19,6.160076775
13/04/2023,20:51:50,6.160076775
13/04/2023,20:52:21,6.160076775
13/04/2023,20:52:52,6.160076775
13/04/2023,20:53:23,6.160076775
13/04/2023,20:53:54,6.160076775
13/04/2023,20:54:25,6.160076775
13/04/2023,20:54:56,6.236852207
13/04/2023,20:55:27,6.911503984
13/04/2023,20:55:58,6.428790787
13/04/2023,20:56:29,6.659117083
13/04/2023,20:57:00,6.659117083
13/04/2023,20:57:31,6.543953935
13/04/2023,20:58:02,6.620729367
13/04/2023,20:58:33,6.467178503
13/04/2023,20:59:04,6.467178503
13/04/2023,20:59:35,6.467178503
13/04/2023,21:00:06,6.505566219
13/04/2023,21:00:37,6.467178503
13/04/2023,21:01:08,6.505566219
13/04/2023,21:01:39,6.505566219
13/04/2023,21:02:10,6.505566219
13/04/2023,21:02:41,6.505566219
13/04/2023,21:03:12,6.505566219
13/04/2023,21:03:43,6.505566219
13/04/2023,21:04:14,6.659117083
13/04/2023,21:04:45,6.659117083
13/04/2023,21:05:16,6.697504798
13/04/2023,21:05:47,6.697504798
13/04/2023,21:06:18,6.582341651
13/04/2023,21:06:49,6.659117083
13/04/2023,21:07:20,6.851055662
13/04/2023,21:07:51,6.851055662
13/04/2023,21:08:22,6.812667946
13/04/2023,21:08:53,6.851055662
13/04/2023,21:09:24,6.851055662
13/04/2023,21:09:55,6.851055662
13/04/2023,21:10:26,6.851055662
13/04/2023,21:10:57,6.851055662
13/04/2023,21:11:28,6.851055662
13/04/2023,21:11:59,6.851055662
13/04/2023,21:12:30,6.851055662
13/04/2023,21:13:01,6.851055662
13/04/2023,21:13:32,6.889443378
13/04/2023,21:14:03,6.851055662
13/04/2023,21:14:34,6.889443378
13/04/2023,21:15:05,6.889443378
13/04/2023,21:16:37,7.078834661
13/04/2023,21:17:08,7.1625
13/04/2023,21:17:39,6.659117083
13/04/2023,21:18:10,6.697504798
13/04/2023,21:18:41,6.582341651
13/04/2023,21:19:12,6.620729367
13/04/2023,21:19:43,6.620729367
13/04/2023,21:20:14,6.505566219
13/04/2023,21:20:45,6.352015355
13/04/2023,21:21:16,6.428790787
13/04/2023,21:21:47,6.428790787
13/04/2023,21:22:18,6.467178503
13/04/2023,21:22:49,6.428790787
13/04/2023,21:23:20,6.428790787
13/04/2023,21:23:51,6.467178503
13/04/2023,21:24:22,7.1625
13/04/2023,21:24:53,7.120667331
13/04/2023,21:25:24,6.911503984
13/04/2023,21:25:55,6.543953935
13/04/2023,21:26:26,6.543953935
13/04/2023,21:26:57,6.505566219
13/04/2023,21:27:28,6.543953935
13/04/2023,21:27:59,6.428790787
13/04/2023,21:28:30,6.313627639
13/04/2023,21:29:01,6.236852207
13/04/2023,21:29:32,6.505566219
13/04/2023,21:30:03,6.428790787
13/04/2023,21:30:34,6.428790787
13/04/2023,21:31:05,6.428790787
13/04/2023,21:31:36,6.543953935
13/04/2023,21:32:07,6.390403071
13/04/2023,21:32:38,6.428790787
13/04/2023,21:33:09,6.620729367
13/04/2023,21:33:40,6.620729367
13/04/2023,21:34:11,6.697504798
13/04/2023,21:34:42,6.735892514
13/04/2023,21:35:13,6.582341651
13/04/2023,21:35:44,6.582341651
13/04/2023,21:36:15,6.620729367
13/04/2023,21:36:46,6.620729367
13/04/2023,21:37:17,6.620729367
13/04/2023,21:37:48,6.659117083
13/04/2023,21:38:19,6.697504798
13/04/2023,21:38:50,6.735892514
13/04/2023,21:39:21,6.620729367
13/04/2023,21:39:52,6.620729367
13/04/2023,21:40:23,6.911503984
13/04/2023,21:40:54,6.275239923
13/04/2023,21:41:25,6.889443378
13/04/2023,21:41:56,6.735892514
13/04/2023,21:42:27,6.582341651
13/04/2023,21:42:58,6.697504798
13/04/2023,21:43:29,6.582341651
13/04/2023,21:44:00,6.735892514
13/04/2023,21:44:31,6.659117083
13/04/2023,21:45:02,6.659117083
13/04/2023,21:45:33,6.044913628
13/04/2023,21:46:04,5.814587332
13/04/2023,21:46:35,5.968138196
13/04/2023,21:47:06,6.236852207
13/04/2023,21:48:38,7.455328685
13/04/2023,21:49:09,7.371663347
13/04/2023,21:49:40,7.413496016
13/04/2023,21:50:11,7.329830677
13/04/2023,21:50:42,7.371663347
13/04/2023,21:51:13,7.413496016
13/04/2023,21:51:44,7.287998008
13/04/2023,21:52:15,7.287998008
13/04/2023,21:52:46,7.287998008
13/04/2023,21:53:17,7.287998008
13/04/2023,21:53:48,7.1625
13/04/2023,21:54:19,6.582341651
13/04/2023,21:54:50,7.455328685
13/04/2023,21:55:21,7.204332669
13/04/2023,21:55:52,7.204332669
13/04/2023,21:56:23,7.078834661
13/04/2023,21:56:54,7.120667331
13/04/2023,21:57:25,7.1625
13/04/2023,21:57:56,6.851055662
13/04/2023,21:58:27,6.851055662
13/04/2023,21:58:58,6.911503984
13/04/2023,21:59:29,6.911503984
13/04/2023,22:00:00,6.812667946
13/04/2023,22:00:31,6.812667946
13/04/2023,22:01:02,6.812667946
13/04/2023,22:01:33,6.812667946
13/04/2023,22:02:04,6.812667946
13/04/2023,22:02:35,6.812667946
13/04/2023,22:03:06,6.812667946
13/04/2023,22:03:37,6.812667946
13/04/2023,22:04:08,6.812667946
13/04/2023,22:04:39,6.812667946
13/04/2023,22:05:10,6.812667946
13/04/2023,22:05:41,7.120667331
13/04/2023,22:06:12,6.995169323
13/04/2023,22:06:43,7.037001992
13/04/2023,22:07:14,7.037001992
13/04/2023,22:07:45,6.620729367
13/04/2023,22:08:16,6.995169323
13/04/2023,22:08:47,6.889443378
13/04/2023,22:09:18,7.204332669
13/04/2023,22:09:49,6.995169323
13/04/2023,22:10:20,6.953336653
13/04/2023,22:10:51,6.953336653
13/04/2023,22:11:22,6.995169323
13/04/2023,22:11:53,6.995169323
13/04/2023,22:12:24,7.078834661
13/04/2023,22:12:55,6.889443378
13/04/2023,22:13:26,6.953336653
13/04/2023,22:13:57,6.889443378
13/04/2023,22:14:28,7.037001992
13/04/2023,22:14:59,6.851055662
13/04/2023,22:15:30,6.889443378
13/04/2023,22:16:01,6.889443378
13/04/2023,22:16:32,6.995169323
13/04/2023,22:17:03,6.911503984
13/04/2023,22:17:34,6.995169323
13/04/2023,22:18:05,6.851055662
13/04/2023,22:18:36,6.953336653
13/04/2023,22:19:07,6.77428023
13/04/2023,22:20:39,6.911503984
13/04/2023,22:21:10,6.889443378
13/04/2023,22:21:41,6.911503984
13/04/2023,22:22:12,6.911503984
13/04/2023,22:22:43,6.911503984
13/04/2023,22:23:14,6.889443378
13/04/2023,22:23:45,6.851055662
13/04/2023,22:24:16,6.851055662
13/04/2023,22:24:47,6.812667946
13/04/2023,22:25:18,6.911503984
13/04/2023,22:25:49,6.851055662
13/04/2023,22:26:20,6.77428023
13/04/2023,22:26:51,6.953336653
13/04/2023,22:27:22,6.889443378
13/04/2023,22:27:53,6.889443378
13/04/2023,22:28:24,6.889443378
13/04/2023,22:28:55,6.889443378
13/04/2023,22:29:26,6.889443378
13/04/2023,22:29:57,6.851055662
13/04/2023,22:30:28,6.889443378
13/04/2023,22:30:59,6.812667946
13/04/2023,22:31:30,7.120667331
13/04/2023,22:32:01,6.659117083
13/04/2023,22:32:32,6.428790787
13/04/2023,22:33:03,6.582341651
13/04/2023,22:33:34,6.620729367
13/04/2023,22:34:05,6.620729367
13/04/2023,22:34:36,6.620729367
13/04/2023,22:35:07,6.620729367
13/04/2023,22:35:38,6.198464491
13/04/2023,22:36:09,6.198464491
13/04/2023,22:36:40,6.198464491
13/04/2023,22:37:11,6.198464491
13/04/2023,22:37:42,6.198464491
13/04/2023,22:38:13,6.198464491
13/04/2023,22:38:44,6.198464491
13/04/2023,22:39:15,6.198464491
13/04/2023,22:39:46,6.198464491
13/04/2023,22:40:17,6.390403071
13/04/2023,22:40:48,6.390403071
13/04/2023,22:41:19,6.390403071
13/04/2023,22:41:50,6.352015355
13/04/2023,22:42:21,6.467178503
13/04/2023,22:42:52,6.467178503
13/04/2023,22:43:23,6.467178503
13/04/2023,22:43:54,6.543953935
13/04/2023,22:44:25,6.543953935
13/04/2023,22:44:56,6.620729367
13/04/2023,22:45:27,6.735892514
13/04/2023,22:45:58,6.735892514
13/04/2023,22:46:29,6.735892514
13/04/2023,22:47:00,6.735892514
13/04/2023,22:47:31,6.735892514
13/04/2023,22:48:02,6.735892514
13/04/2023,22:48:33,6.77428023
13/04/2023,22:49:04,6.77428023
13/04/2023,22:49:35,6.889443378
13/04/2023,22:50:06,6.851055662
13/04/2023,22:50:37,6.467178503
13/04/2023,22:51:08,6.735892514
13/04/2023,22:54:38,6.275239923
13/04/2023,22:55:09,6.275239923
13/04/2023,22:55:40,6.275239923
13/04/2023,22:56:11,6.313627639
13/04/2023,22:56:42,6.313627639
13/04/2023,22:57:13,6.313627639
13/04/2023,22:57:44,6.313627639
13/04/2023,22:58:15,6.313627639
13/04/2023,22:58:46,6.313627639
13/04/2023,22:59:17,6.467178503
13/04/2023,22:59:48,6.659117083
13/04/2023,23:00:19,6.620729367
13/04/2023,23:00:50,6.659117083
13/04/2023,23:01:21,6.697504798
13/04/2023,23:01:52,6.77428023
13/04/2023,23:02:23,6.77428023
13/04/2023,23:02:54,6.77428023
13/04/2023,23:03:25,7.1625
13/04/2023,23:03:56,6.889443378
13/04/2023,23:04:27,7.329830677
13/04/2023,23:04:58,7.287998008
13/04/2023,23:05:29,6.851055662
13/04/2023,23:06:00,6.851055662
13/04/2023,23:06:31,6.77428023
13/04/2023,23:07:02,6.77428023
13/04/2023,23:07:33,6.77428023
13/04/2023,23:08:04,6.735892514
13/04/2023,23:08:35,6.735892514
13/04/2023,23:09:06,6.735892514
13/04/2023,23:09:37,6.735892514
13/04/2023,23:10:08,6.620729367
13/04/2023,23:10:39,6.582341651
13/04/2023,23:11:10,8.835806773
13/04/2023,23:11:41,6.889443378
13/04/2023,23:12:12,6.812667946
13/04/2023,23:12:43,5.92975048
13/04/2023,23:13:14,5.92975048
13/04/2023,23:13:45,5.92975048
13/04/2023,23:14:16,6.12168906
13/04/2023,23:14:47,6.352015355
13/04/2023,23:15:18,6.352015355
13/04/2023,23:15:49,6.352015355
13/04/2023,23:16:20,6.352015355
13/04/2023,23:16:51,6.352015355
13/04/2023,23:17:22,6.352015355
13/04/2023,23:17:53,6.352015355
13/04/2023,23:18:24,6.352015355
13/04/2023,23:18:55,6.352015355
13/04/2023,23:19:26,6.352015355
13/04/2023,23:19:57,6.313627639
13/04/2023,23:20:28,6.352015355
13/04/2023,23:20:59,6.044913628
13/04/2023,23:21:30,6.083301344
13/04/2023,23:22:01,6.083301344
13/04/2023,23:22:32,6.313627639
13/04/2023,23:23:03,6.313627639
13/04/2023,23:23:34,6.313627639
13/04/2023,23:24:05,6.313627639
13/04/2023,23:24:36,6.313627639
13/04/2023,23:26:08,6.313627639
13/04/2023,23:26:39,6.313627639
13/04/2023,23:27:10,6.313627639
13/04/2023,23:27:41,6.12168906
13/04/2023,23:28:12,6.12168906
13/04/2023,23:28:43,6.12168906
13/04/2023,23:29:14,6.12168906
13/04/2023,23:29:45,6.083301344
13/04/2023,23:30:16,6.083301344
13/04/2023,23:30:47,6.12168906
13/04/2023,23:31:18,6.12168906
13/04/2023,23:31:49,6.12168906
13/04/2023,23:32:20,6.12168906
13/04/2023,23:32:51,6.083301344
13/04/2023,23:33:22,6.044913628
13/04/2023,23:33:53,6.044913628
13/04/2023,23:34:24,6.12168906
13/04/2023,23:34:55,6.697504798
13/04/2023,23:35:26,6.20806142
